gene_id	gene_name	Control1	Control2	Control4	Control5	Treated1	Treated2	Treated4	Treated5
ENSG00000295431	ENSG00000295431	0	0	0	0	0	0	0	0
ENSG00000295432	ENSG00000295432	0	0	0	0	0	0	0	0
ENSG00000295433	ENSG00000295433	0	0	0	0	0	0	0	0
ENSG00000295434	ENSG00000295434	2	0	0	0	0	0	0	0
ENSG00000295435	ENSG00000295435	0	0	0	0	0	0	0	0
ENSG00000295436	ENSG00000295436	0	0	0	1	1	0	0	1
ENSG00000295437	ENSG00000295437	0	0	0	0	0	0	0	0
ENSG00000295438	ENSG00000295438	1	5	1	0	0	4	5	5
ENSG00000295439	ENSG00000295439	0	0	0	0	0	0	0	0
ENSG00000295440	ENSG00000295440	0	0	0	0	0	0	0	0
ENSG00000295441	ENSG00000295441	0	0	0	0	0	0	0	0
ENSG00000295442	ENSG00000295442	0	0	0	0	0	0	0	0
ENSG00000295443	ENSG00000295443	0	0	0	0	0	0	0	0
ENSG00000295444	ENSG00000295444	0	0	0	0	1	0	0	0
ENSG00000295445	ENSG00000295445	0	0	0	0	0	0	0	0
ENSG00000295446	ENSG00000295446	0	0	1	0	0	0	0	0
ENSG00000295447	ENSG00000295447	0	0	0	1	0	0	3	0
ENSG00000295448	ENSG00000295448	0	0	0	0	0	0	0	0
ENSG00000295449	ENSG00000295449	0	0	0	0	0	0	0	0
ENSG00000295450	ENSG00000295450	0	0	0	0	0	0	0	0
ENSG00000295451	ENSG00000295451	0	0	0	0	0	0	0	0
ENSG00000295452	ENSG00000295452	169	260	165	160	194	236	160	160
ENSG00000295453	ENSG00000295453	25	14	5	10	2	17	4	15
ENSG00000295454	ENSG00000295454	0	0	0	0	0	0	0	0
ENSG00000295456	ENSG00000295456	0	0	0	0	0	0	0	0
ENSG00000295457	ENSG00000295457	0	0	0	0	0	0	0	0
ENSG00000295458	ENSG00000295458	0	0	0	0	0	0	0	0
ENSG00000295459	ENSG00000295459	0	0	0	1	0	0	0	0
ENSG00000295460	ENSG00000295460	0	0	0	0	0	0	0	0
ENSG00000295461	ENSG00000295461	0	0	0	0	0	0	0	0
ENSG00000295462	ENSG00000295462	0	0	0	0	0	0	0	0
ENSG00000295463	ENSG00000295463	0	0	0	0	0	0	0	0
ENSG00000295464	ENSG00000295464	0	0	0	0	0	1	0	0
ENSG00000295465	ENSG00000295465	0	0	0	0	0	0	0	0
ENSG00000295466	ENSG00000295466	0	0	0	0	0	0	0	0
ENSG00000295467	ENSG00000295467	0	0	0	0	0	0	0	0
ENSG00000295468	ENSG00000295468	1	0	0	0	0	0	1	0
ENSG00000295469	ENSG00000295469	0	0	0	0	0	0	0	0
ENSG00000295470	ENSG00000295470	0	0	0	0	0	0	0	0
ENSG00000295471	ENSG00000295471	26	13	17	29	24	11	6	13
ENSG00000295472	ENSG00000295472	0	0	0	0	0	0	0	0
ENSG00000295473	ENSG00000295473	5	0	3	0	0	0	0	0
ENSG00000295474	ENSG00000295474	0	0	0	0	2	2	0	0
ENSG00000295475	ENSG00000295475	37	51	43	19	27	53	44	49
ENSG00000295476	ENSG00000295476	0	0	0	2	0	0	0	0
ENSG00000295477	ENSG00000295477	0	0	0	0	0	0	0	0
ENSG00000295478	ENSG00000295478	0	0	0	0	0	0	0	0
ENSG00000295479	ENSG00000295479	0	0	0	0	0	0	0	0
ENSG00000295480	ENSG00000295480	0	0	0	0	0	0	0	0
ENSG00000295481	ENSG00000295481	0	0	0	0	0	0	0	0
ENSG00000295482	ENSG00000295482	0	0	0	0	0	0	0	0
ENSG00000295483	ENSG00000295483	0	0	0	0	0	0	0	0
ENSG00000295484	ENSG00000295484	0	0	0	0	0	0	0	0
ENSG00000295485	ENSG00000295485	0	0	0	0	0	0	0	0
ENSG00000295486	ENSG00000295486	0	0	0	0	0	0	0	0
ENSG00000295487	ENSG00000295487	6	1	6	4	13	7	1	5
ENSG00000295488	ENSG00000295488	0	0	0	0	0	0	0	0
ENSG00000295489	ENSG00000295489	0	0	0	0	0	0	0	0
ENSG00000295490	ENSG00000295490	0	0	0	0	0	0	0	0
ENSG00000295491	ENSG00000295491	0	0	0	0	0	0	0	0
ENSG00000295492	ENSG00000295492	0	0	0	0	0	0	0	0
ENSG00000295493	ENSG00000295493	0	0	0	0	0	0	0	0
ENSG00000295494	ENSG00000295494	0	0	0	0	0	0	2	0
ENSG00000295495	ENSG00000295495	0	0	0	0	0	0	0	0
ENSG00000295496	ENSG00000295496	0	0	0	0	0	0	0	0
ENSG00000295497	ENSG00000295497	0	0	0	0	0	0	0	0
ENSG00000295498	ENSG00000295498	0	0	0	0	0	0	0	0
ENSG00000295499	ENSG00000295499	0	0	0	0	0	0	0	0
ENSG00000295500	ENSG00000295500	0	0	0	0	0	0	0	0
ENSG00000295501	ENSG00000295501	1	0	0	0	0	0	0	1
ENSG00000295502	ENSG00000295502	0	0	0	0	1	0	0	0
ENSG00000295503	ENSG00000295503	0	0	0	0	0	0	0	0
ENSG00000295504	ENSG00000295504	0	0	0	1	1	0	0	0
ENSG00000295505	ENSG00000295505	0	0	0	0	0	0	0	0
ENSG00000295506	ENSG00000295506	0	0	0	0	0	0	0	0
ENSG00000295507	ENSG00000295507	0	1	0	0	0	0	0	2
ENSG00000295508	ENSG00000295508	0	0	0	0	0	0	0	0
ENSG00000295509	ENSG00000295509	0	0	0	0	0	0	0	0
ENSG00000295510	ENSG00000295510	0	0	0	0	0	0	0	0
ENSG00000295511	ENSG00000295511	0	0	0	0	0	0	0	0
ENSG00000295512	ENSG00000295512	0	0	0	0	0	0	0	0
ENSG00000295513	ENSG00000295513	0	0	0	0	0	0	0	0
ENSG00000295514	ENSG00000295514	0	0	0	0	0	0	0	0
ENSG00000295515	ENSG00000295515	0	0	0	0	0	0	0	0
ENSG00000295516	ENSG00000295516	16	7	4	5	3	15	2	10
ENSG00000295517	ENSG00000295517	0	0	0	0	0	0	0	0
ENSG00000295518	ENSG00000295518	0	0	0	0	0	0	0	0
ENSG00000295519	ENSG00000295519	0	0	0	0	0	0	0	0
ENSG00000295520	ENSG00000295520	0	0	0	0	0	0	0	0
ENSG00000295521	ENSG00000295521	0	0	0	1	0	0	0	0
ENSG00000295522	ENSG00000295522	0	0	0	0	0	0	0	0
ENSG00000295523	ENSG00000295523	0	0	0	0	0	0	0	0
ENSG00000295524	ENSG00000295524	0	0	0	0	0	0	0	0
ENSG00000295525	ENSG00000295525	0	0	0	0	0	0	0	0
ENSG00000295526	ENSG00000295526	0	0	0	0	0	0	0	0
ENSG00000295527	ENSG00000295527	2	0	0	0	1	0	0	0
ENSG00000295528	ENSG00000295528	0	0	0	0	0	0	0	0
ENSG00000295529	ENSG00000295529	3	0	2	0	0	0	0	0
ENSG00000295530	ENSG00000295530	0	0	0	2	0	0	1	1
ENSG00000295531	ENSG00000295531	0	0	0	3	0	0	0	0
ENSG00000295532	ENSG00000295532	0	0	0	0	0	0	0	0
ENSG00000295533	ENSG00000295533	0	0	0	0	0	0	0	0
ENSG00000295534	ENSG00000295534	0	0	0	0	0	0	0	0
ENSG00000295535	ENSG00000295535	0	0	0	0	0	0	0	0
ENSG00000295536	ENSG00000295536	0	0	0	0	0	0	0	0
ENSG00000295537	ENSG00000295537	0	0	0	0	0	0	0	0
ENSG00000295538	ENSG00000295538	0	0	0	0	0	0	0	0
ENSG00000295539	ENSG00000295539	0	0	2	0	1	0	1	0
ENSG00000295540	ENSG00000295540	0	0	0	0	0	0	0	0
ENSG00000295541	ENSG00000295541	0	0	0	1	0	0	0	0
ENSG00000295542	ENSG00000295542	0	0	0	0	0	0	0	0
ENSG00000295543	ENSG00000295543	0	0	0	0	0	0	0	0
ENSG00000295544	ENSG00000295544	0	0	1	0	0	0	2	0
ENSG00000295545	ENSG00000295545	0	0	0	0	0	0	0	0
ENSG00000295546	ENSG00000295546	0	0	0	0	0	0	0	0
ENSG00000295547	ENSG00000295547	0	0	0	0	0	0	0	0
ENSG00000295548	ENSG00000295548	0	0	0	0	0	0	0	0
ENSG00000295550	ENSG00000295550	0	0	0	0	0	0	0	0
ENSG00000295551	ENSG00000295551	0	0	0	0	0	0	0	0
ENSG00000295552	ENSG00000295552	0	2	0	2	0	0	4	0
ENSG00000295553	ENSG00000295553	0	0	0	0	0	0	0	0
ENSG00000295554	ENSG00000295554	0	0	0	0	0	0	0	0
ENSG00000295555	ENSG00000295555	0	0	0	0	0	0	0	0
ENSG00000295556	ENSG00000295556	0	0	0	0	0	0	0	0
ENSG00000295557	ENSG00000295557	0	0	0	0	0	0	0	0
ENSG00000295558	ENSG00000295558	0	0	0	0	0	0	0	0
ENSG00000295559	ENSG00000295559	0	0	2	6	0	3	2	0
ENSG00000295560	ENSG00000295560	0	1	0	0	0	0	0	2
ENSG00000295561	ENSG00000295561	0	0	0	0	1	2	0	0
ENSG00000295562	ENSG00000295562	0	0	0	0	0	0	0	0
ENSG00000295563	ENSG00000295563	0	0	0	0	0	0	0	0
ENSG00000295564	ENSG00000295564	0	0	0	0	0	0	0	0
ENSG00000295565	ENSG00000295565	0	0	0	0	0	0	0	0
ENSG00000295566	ENSG00000295566	0	2	0	0	0	0	0	0
ENSG00000295567	ENSG00000295567	0	0	0	0	0	0	0	0
ENSG00000295568	ENSG00000295568	0	0	0	0	0	0	0	0
ENSG00000295569	ENSG00000295569	0	0	0	0	0	0	0	0
ENSG00000295570	ENSG00000295570	5	5	4	12	7	5	5	9
ENSG00000295571	ENSG00000295571	0	0	0	0	0	0	0	0
ENSG00000295572	ENSG00000295572	0	0	0	0	0	0	0	0
ENSG00000295573	ENSG00000295573	0	0	0	0	0	0	0	0
ENSG00000295574	ENSG00000295574	0	0	0	0	0	0	0	0
ENSG00000295575	ENSG00000295575	0	0	0	0	0	0	0	0
ENSG00000295576	ENSG00000295576	0	0	0	0	0	0	0	0
ENSG00000295577	ENSG00000295577	0	0	0	0	0	0	0	0
ENSG00000295578	ENSG00000295578	0	0	0	0	0	0	0	0
ENSG00000295579	ENSG00000295579	0	0	0	0	0	0	0	0
ENSG00000295580	ENSG00000295580	0	0	0	0	0	0	0	0
ENSG00000295581	ENSG00000295581	0	0	0	0	0	0	0	0
ENSG00000295582	ENSG00000295582	0	1	0	0	0	0	0	0
ENSG00000295583	ENSG00000295583	0	0	0	4	0	0	0	17
ENSG00000295584	ENSG00000295584	0	0	0	0	0	0	0	0
ENSG00000295585	ENSG00000295585	10	19	0	10	31	63	3	53
ENSG00000295586	ENSG00000295586	0	0	0	0	0	0	0	0
ENSG00000295587	ENSG00000295587	1	8	1	5	1	0	0	0
ENSG00000295588	ENSG00000295588	0	0	0	0	0	0	0	0
ENSG00000295589	ENSG00000295589	0	0	0	0	0	0	0	0
ENSG00000295590	ENSG00000295590	0	0	0	0	0	0	0	0
ENSG00000295591	ENSG00000295591	0	0	0	0	0	0	0	0
ENSG00000295592	ENSG00000295592	0	0	0	0	0	0	0	0
ENSG00000295593	ENSG00000295593	0	0	0	0	0	0	0	0
ENSG00000295594	ENSG00000295594	0	0	0	0	0	0	0	0
ENSG00000295595	ENSG00000295595	0	0	0	0	0	0	0	0
ENSG00000295596	ENSG00000295596	0	0	0	0	0	0	0	0
ENSG00000295597	ENSG00000295597	0	0	0	0	0	0	0	0
ENSG00000295598	ENSG00000295598	0	0	0	0	0	0	0	0
ENSG00000295599	ENSG00000295599	0	8	12	3	4	25	11	16
ENSG00000295600	ENSG00000295600	0	0	0	0	0	0	4	0
ENSG00000295601	ENSG00000295601	0	0	0	0	0	0	0	0
ENSG00000295602	ENSG00000295602	21	2	2	0	10	8	4	1
ENSG00000295603	ENSG00000295603	0	0	0	0	0	0	0	0
ENSG00000295604	ENSG00000295604	0	0	0	0	0	0	0	0
ENSG00000295605	ENSG00000295605	0	0	0	0	0	0	0	0
ENSG00000295606	ENSG00000295606	0	0	0	0	0	0	0	0
ENSG00000295607	ENSG00000295607	0	0	0	0	0	0	0	0
ENSG00000295608	ENSG00000295608	0	0	0	0	0	0	0	0
ENSG00000295609	ENSG00000295609	0	0	0	0	0	0	0	0
ENSG00000295610	ENSG00000295610	0	0	0	0	0	0	0	0
ENSG00000295611	ENSG00000295611	0	0	0	0	0	0	0	0
ENSG00000295612	ENSG00000295612	0	0	0	0	0	0	0	0
ENSG00000295613	ENSG00000295613	4	4	3	0	0	5	3	6
ENSG00000295614	ENSG00000295614	0	0	0	0	0	0	0	0
ENSG00000295615	ENSG00000295615	0	0	0	0	0	0	0	0
ENSG00000295616	ENSG00000295616	0	0	0	0	0	0	0	0
ENSG00000295617	ENSG00000295617	0	0	0	0	0	0	0	0
ENSG00000295618	ENSG00000295618	0	0	0	1	0	0	0	0
ENSG00000295619	ENSG00000295619	0	0	0	0	0	0	1	0
ENSG00000295620	ENSG00000295620	0	0	0	0	0	0	0	0
ENSG00000295621	ENSG00000295621	0	0	0	0	0	0	0	0
ENSG00000295622	ENSG00000295622	0	0	0	0	0	0	0	0
ENSG00000295623	ENSG00000295623	0	0	0	0	0	0	0	0
ENSG00000295624	ENSG00000295624	0	3	0	0	3	0	0	2
ENSG00000295625	ENSG00000295625	0	0	0	0	0	0	0	0
ENSG00000295626	ENSG00000295626	0	0	0	0	0	0	0	0
ENSG00000295627	ENSG00000295627	0	0	0	0	0	0	0	0
ENSG00000295628	ENSG00000295628	0	0	0	0	0	0	0	0
ENSG00000295629	ENSG00000295629	0	0	0	0	0	0	0	0
ENSG00000295630	ENSG00000295630	0	0	0	0	0	0	0	0
ENSG00000295631	ENSG00000295631	0	0	0	0	0	0	0	0
ENSG00000295632	ENSG00000295632	0	0	0	0	0	0	0	0
ENSG00000295633	ENSG00000295633	0	0	0	0	0	0	0	0
ENSG00000295634	ENSG00000295634	0	0	0	0	0	0	0	0
ENSG00000295635	ENSG00000295635	0	2	0	0	0	0	0	0
ENSG00000295636	ENSG00000295636	0	0	0	0	0	1	0	0
ENSG00000295637	ENSG00000295637	2	0	0	0	0	0	0	0
ENSG00000295638	ENSG00000295638	0	0	0	0	0	0	0	0
ENSG00000295639	ENSG00000295639	0	0	0	0	0	0	0	0
ENSG00000295640	ENSG00000295640	0	0	0	0	0	0	0	0
ENSG00000295641	ENSG00000295641	1	0	0	0	0	0	0	0
ENSG00000295642	ENSG00000295642	0	0	0	0	0	0	0	0
ENSG00000295643	ENSG00000295643	1	2	1	3	2	0	1	0
ENSG00000295644	ENSG00000295644	0	0	0	0	1	0	0	0
ENSG00000295645	ENSG00000295645	0	0	0	0	0	0	0	0
ENSG00000295646	ENSG00000295646	0	0	0	0	1	0	0	0
ENSG00000295647	ENSG00000295647	0	0	0	0	0	1	0	0
ENSG00000295649	ENSG00000295649	0	0	0	0	0	0	0	0
ENSG00000295650	ENSG00000295650	0	0	0	0	0	0	0	0
ENSG00000295651	ENSG00000295651	0	0	0	0	0	0	0	0
ENSG00000295652	ENSG00000295652	6	0	3	0	0	1	1	5
ENSG00000295653	ENSG00000295653	0	0	0	0	0	0	0	0
ENSG00000295654	ENSG00000295654	0	0	0	0	0	0	0	0
ENSG00000295655	ENSG00000295655	0	0	0	1	0	0	0	0
ENSG00000295656	ENSG00000295656	0	0	0	0	0	0	0	0
ENSG00000295657	ENSG00000295657	0	0	0	0	0	0	0	0
ENSG00000295658	ENSG00000295658	0	0	0	0	0	0	0	0
ENSG00000295659	ENSG00000295659	0	0	0	0	0	0	0	0
ENSG00000295660	ENSG00000295660	0	0	0	0	0	0	0	0
ENSG00000295661	ENSG00000295661	0	0	0	0	0	0	0	0
ENSG00000295662	ENSG00000295662	0	0	0	0	0	0	0	0
ENSG00000295663	ENSG00000295663	0	0	0	0	0	0	0	0
ENSG00000295664	ENSG00000295664	0	0	0	0	0	0	0	0
ENSG00000295665	ENSG00000295665	0	0	0	0	0	0	0	0
ENSG00000295666	ENSG00000295666	0	0	0	0	0	0	0	0
ENSG00000295667	ENSG00000295667	1	0	0	5	2	0	0	3
ENSG00000295669	ENSG00000295669	0	0	0	0	0	0	0	0
ENSG00000295670	ENSG00000295670	0	0	0	0	0	0	0	0
ENSG00000295671	ENSG00000295671	0	0	0	0	1	0	0	0
ENSG00000295672	ENSG00000295672	0	0	0	0	0	0	0	0
ENSG00000295673	ENSG00000295673	0	0	0	0	0	0	0	0
ENSG00000295674	ENSG00000295674	0	0	0	0	0	0	0	0
ENSG00000295675	ENSG00000295675	0	0	0	0	0	0	0	0
ENSG00000295676	ENSG00000295676	0	1	1	5	0	0	0	2
ENSG00000295677	ENSG00000295677	0	0	0	0	0	0	0	0
ENSG00000295678	ENSG00000295678	0	0	0	0	0	0	0	1
ENSG00000295679	ENSG00000295679	0	0	0	0	0	0	0	0
ENSG00000295680	ENSG00000295680	0	0	0	0	0	0	0	0
ENSG00000295681	ENSG00000295681	0	0	0	0	1	0	0	0
ENSG00000295682	ENSG00000295682	0	0	0	0	0	0	0	0
ENSG00000295683	ENSG00000295683	0	0	0	0	0	0	0	0
ENSG00000295684	ENSG00000295684	0	0	0	0	0	0	0	0
ENSG00000295685	ENSG00000295685	1	0	0	2	0	6	1	3
ENSG00000295686	ENSG00000295686	1	0	0	0	0	0	0	0
ENSG00000295687	ENSG00000295687	0	0	0	0	0	0	0	0
ENSG00000295688	ENSG00000295688	0	0	0	0	0	0	0	0
ENSG00000295689	ENSG00000295689	0	0	0	0	0	0	0	0
ENSG00000295690	ENSG00000295690	0	0	0	0	0	0	0	0
ENSG00000295691	ENSG00000295691	0	0	0	0	0	0	0	0
ENSG00000295692	ENSG00000295692	0	0	0	0	0	0	0	0
ENSG00000295693	ENSG00000295693	0	0	0	0	0	0	0	0
ENSG00000295694	ENSG00000295694	0	0	0	0	0	0	0	0
ENSG00000295695	ENSG00000295695	0	0	0	0	0	0	1	0
ENSG00000295696	ENSG00000295696	0	0	0	0	0	0	0	0
ENSG00000295697	ENSG00000295697	3	1	0	2	0	0	1	1
ENSG00000295698	ENSG00000295698	0	0	0	0	0	0	0	2
ENSG00000295699	ENSG00000295699	0	0	0	0	0	0	0	0
ENSG00000295700	ENSG00000295700	0	0	0	0	0	0	0	0
ENSG00000295701	ENSG00000295701	0	0	0	2	0	0	0	0
ENSG00000295702	ENSG00000295702	0	5	0	0	0	0	0	0
ENSG00000295703	ENSG00000295703	0	0	0	0	0	0	0	0
ENSG00000295704	ENSG00000295704	1	0	0	2	0	0	0	1
ENSG00000295705	ENSG00000295705	0	0	0	0	0	0	0	0
ENSG00000295706	ENSG00000295706	0	0	0	0	0	0	0	0
ENSG00000295707	ENSG00000295707	0	0	0	0	0	0	0	0
ENSG00000295708	ENSG00000295708	0	0	1	0	0	0	0	0
ENSG00000295709	ENSG00000295709	0	0	0	0	0	0	0	0
ENSG00000295710	ENSG00000295710	0	0	0	0	0	0	0	0
ENSG00000295711	ENSG00000295711	0	0	0	0	0	0	0	0
ENSG00000295712	ENSG00000295712	0	0	0	0	0	0	0	0
ENSG00000295713	ENSG00000295713	0	0	0	0	0	0	0	0
ENSG00000295714	ENSG00000295714	0	0	0	0	0	0	0	0
ENSG00000295715	ENSG00000295715	0	2	0	0	0	0	0	0
ENSG00000295716	ENSG00000295716	0	0	0	2	0	0	0	0
ENSG00000295717	ENSG00000295717	0	0	0	0	0	0	0	0
ENSG00000295718	ENSG00000295718	0	0	0	0	0	0	0	0
ENSG00000295719	ENSG00000295719	0	0	0	0	0	0	0	0
ENSG00000295720	ENSG00000295720	0	0	0	0	0	0	0	0
ENSG00000295721	ENSG00000295721	0	0	0	0	0	0	0	0
ENSG00000295722	ENSG00000295722	0	0	0	0	0	0	0	0
ENSG00000295723	ENSG00000295723	0	0	0	0	0	0	0	0
ENSG00000295724	ENSG00000295724	0	0	0	0	0	0	0	0
ENSG00000295725	ENSG00000295725	0	0	0	0	0	0	0	0
ENSG00000295726	ENSG00000295726	4	0	2	0	0	0	1	0
ENSG00000295727	ENSG00000295727	0	0	0	0	0	0	0	0
ENSG00000295728	ENSG00000295728	2	5	6	9	10	1	5	9
ENSG00000295729	ENSG00000295729	0	0	0	0	0	0	0	0
ENSG00000295730	ENSG00000295730	0	1	0	2	3	0	4	3
ENSG00000295731	ENSG00000295731	0	0	0	0	0	0	0	0
ENSG00000295732	ENSG00000295732	0	0	3	2	4	0	1	3
ENSG00000295733	ENSG00000295733	0	0	0	0	0	0	0	0
ENSG00000295734	ENSG00000295734	0	0	0	0	0	0	0	0
ENSG00000295735	ENSG00000295735	0	0	0	0	0	0	0	0
ENSG00000295736	ENSG00000295736	0	0	0	0	0	0	0	0
ENSG00000295737	ENSG00000295737	0	0	0	0	0	0	0	0
ENSG00000295738	ENSG00000295738	0	0	0	0	0	0	0	0
ENSG00000295739	ENSG00000295739	0	0	0	0	0	0	0	0
ENSG00000295740	ENSG00000295740	0	0	0	0	0	0	0	0
ENSG00000295741	ENSG00000295741	0	0	0	0	2	0	0	0
ENSG00000295742	ENSG00000295742	0	0	0	0	0	0	0	0
ENSG00000295743	ENSG00000295743	0	0	0	0	0	0	0	0
ENSG00000295744	ENSG00000295744	0	0	0	0	0	0	0	0
ENSG00000295745	ENSG00000295745	0	0	0	0	0	0	0	0
ENSG00000295746	ENSG00000295746	10	44	3	7	7	19	23	2
ENSG00000295747	ENSG00000295747	0	0	0	0	0	0	0	0
ENSG00000295748	ENSG00000295748	0	0	0	0	0	0	0	0
ENSG00000295749	ENSG00000295749	0	0	0	0	0	0	0	0
ENSG00000295750	ENSG00000295750	56	77	28	47	54	38	40	49
ENSG00000295751	ENSG00000295751	0	0	0	0	0	0	0	0
ENSG00000295752	ENSG00000295752	0	0	0	0	0	0	0	0
ENSG00000295753	ENSG00000295753	3	0	0	2	0	2	0	0
ENSG00000295754	ENSG00000295754	0	0	0	0	0	0	0	0
ENSG00000295755	ENSG00000295755	0	0	0	0	0	0	0	0
ENSG00000295756	ENSG00000295756	0	0	0	0	0	0	0	0
ENSG00000295757	ENSG00000295757	0	0	0	0	0	0	0	0
ENSG00000295758	ENSG00000295758	0	0	0	0	1	0	0	0
ENSG00000295759	ENSG00000295759	0	0	0	0	0	0	0	0
ENSG00000295760	ENSG00000295760	0	0	0	0	0	0	0	0
ENSG00000295761	ENSG00000295761	0	0	0	0	0	0	0	0
ENSG00000295762	ENSG00000295762	0	0	0	0	0	0	0	0
ENSG00000295763	ENSG00000295763	0	0	0	0	0	0	0	0
ENSG00000295764	ENSG00000295764	0	0	0	0	1	0	0	0
ENSG00000295765	ENSG00000295765	0	0	0	0	0	0	0	0
ENSG00000295766	ENSG00000295766	0	0	0	0	0	0	0	0
ENSG00000295767	ENSG00000295767	0	0	0	0	0	0	0	0
ENSG00000295768	ENSG00000295768	0	0	0	0	0	0	0	0
ENSG00000295769	ENSG00000295769	52	64	5	15	7	43	1	9
ENSG00000295770	ENSG00000295770	0	0	0	0	0	0	0	0
ENSG00000295771	ENSG00000295771	0	0	0	0	0	0	0	0
ENSG00000295772	ENSG00000295772	4	1	0	0	1	1	0	0
ENSG00000295773	ENSG00000295773	0	0	0	0	0	0	0	0
ENSG00000295774	ENSG00000295774	1	0	0	0	0	0	0	0
ENSG00000295775	ENSG00000295775	0	0	0	0	0	0	0	0
ENSG00000295776	ENSG00000295776	0	0	0	0	0	0	0	0
ENSG00000295777	ENSG00000295777	0	0	0	0	0	0	0	0
ENSG00000295778	ENSG00000295778	0	0	0	0	0	0	0	0
ENSG00000295779	ENSG00000295779	0	0	0	0	0	0	0	0
ENSG00000295780	ENSG00000295780	0	0	0	0	0	0	0	0
ENSG00000295781	ENSG00000295781	0	0	0	0	0	0	0	0
ENSG00000295782	ENSG00000295782	0	0	0	0	0	2	0	0
ENSG00000295783	ENSG00000295783	0	0	0	0	0	0	0	0
ENSG00000295784	ENSG00000295784	0	0	0	0	0	0	0	0
ENSG00000295785	ENSG00000295785	0	0	0	0	0	0	0	1
ENSG00000295786	ENSG00000295786	0	0	0	2	0	3	0	0
ENSG00000295787	ENSG00000295787	0	0	0	0	0	0	0	0
ENSG00000295788	ENSG00000295788	0	0	0	0	0	0	0	0
ENSG00000295789	ENSG00000295789	0	0	0	0	0	0	0	0
ENSG00000295790	ENSG00000295790	0	0	0	0	0	0	0	0
ENSG00000295791	ENSG00000295791	0	0	0	0	0	0	0	0
ENSG00000295792	ENSG00000295792	0	0	0	0	3	0	0	0
ENSG00000295793	ENSG00000295793	0	0	0	0	0	0	0	0
ENSG00000295794	ENSG00000295794	0	0	0	0	0	0	0	0
ENSG00000295795	ENSG00000295795	0	0	0	0	0	0	0	0
ENSG00000295796	ENSG00000295796	0	0	0	0	0	0	0	0
ENSG00000295797	ENSG00000295797	0	0	0	0	0	0	0	0
ENSG00000295798	ENSG00000295798	0	0	0	0	0	2	0	0
ENSG00000295799	ENSG00000295799	0	0	0	0	0	0	0	0
ENSG00000295800	ENSG00000295800	0	0	0	0	0	0	0	0
ENSG00000295801	ENSG00000295801	0	0	0	0	0	0	0	0
ENSG00000295802	ENSG00000295802	0	0	0	0	0	0	0	0
ENSG00000295803	ENSG00000295803	0	0	0	0	0	0	0	0
ENSG00000295804	ENSG00000295804	0	0	0	0	0	0	0	0
ENSG00000295805	ENSG00000295805	0	0	0	2	0	0	0	2
ENSG00000295806	ENSG00000295806	0	0	0	0	0	0	0	0
ENSG00000295807	ENSG00000295807	0	0	1	4	0	0	0	1
ENSG00000295808	ENSG00000295808	0	0	0	0	0	0	0	0
ENSG00000295809	ENSG00000295809	0	0	0	0	0	0	0	0
ENSG00000295810	ENSG00000295810	0	0	0	0	0	0	0	0
ENSG00000295811	ENSG00000295811	2	0	1	0	1	1	2	0
ENSG00000295812	ENSG00000295812	0	0	0	0	0	0	0	0
ENSG00000295813	ENSG00000295813	4	2	3	3	3	0	2	4
ENSG00000295814	ENSG00000295814	0	0	0	0	0	0	0	0
ENSG00000295815	ENSG00000295815	0	0	0	0	0	0	1	0
ENSG00000295816	ENSG00000295816	0	0	0	0	0	0	0	0
ENSG00000295817	ENSG00000295817	0	0	0	0	0	0	0	0
ENSG00000295818	ENSG00000295818	0	0	0	0	0	1	0	0
ENSG00000295819	ENSG00000295819	0	0	0	0	0	0	0	0
ENSG00000295820	ENSG00000295820	0	1	0	1	0	0	0	1
ENSG00000295821	ENSG00000295821	23	0	8	3	6	0	11	0
ENSG00000295822	ENSG00000295822	0	0	0	0	0	0	0	0
ENSG00000295823	ENSG00000295823	0	0	0	0	0	0	0	1
ENSG00000295824	ENSG00000295824	0	0	0	0	0	0	0	0
ENSG00000295825	ENSG00000295825	0	0	0	0	0	0	0	0
ENSG00000295826	ENSG00000295826	0	0	0	0	0	0	0	0
ENSG00000295827	ENSG00000295827	0	0	0	0	0	0	0	0
ENSG00000295828	ENSG00000295828	1	1	1	1	3	0	1	0
ENSG00000295829	ENSG00000295829	0	0	0	0	0	0	0	0
ENSG00000295830	ENSG00000295830	0	0	0	0	0	0	0	0
ENSG00000295831	ENSG00000295831	0	0	0	0	0	0	0	0
ENSG00000295832	ENSG00000295832	0	0	0	0	0	0	0	0
ENSG00000295833	ENSG00000295833	0	0	0	0	0	0	0	0
ENSG00000295834	ENSG00000295834	0	0	0	0	0	0	0	0
ENSG00000295835	ENSG00000295835	0	0	0	0	0	0	0	0
ENSG00000295836	MFSD4A-AS1	0	0	0	0	0	0	0	0
ENSG00000295837	ENSG00000295837	0	0	0	0	0	0	0	0
ENSG00000295838	ENSG00000295838	0	0	0	0	0	0	0	0
ENSG00000295839	ENSG00000295839	1	1	0	0	0	0	0	0
ENSG00000295840	ENSG00000295840	0	0	0	0	0	0	0	0
ENSG00000295841	ENSG00000295841	0	1	0	1	0	1	0	0
ENSG00000295842	ENSG00000295842	0	0	0	4	1	0	0	3
ENSG00000295843	ENSG00000295843	0	0	0	0	0	0	0	0
ENSG00000295844	ENSG00000295844	0	0	1	0	0	0	0	0
